ENSG00000000419:ENSG00000259456 DPM1:ADNP-AS1
ENSG00000235453:ENSG00000165264 SMIM27:NDUFB6
ENSG00000235453:ENSG00000197579 SMIM27:TOPORS
ENSG00000235453:ENSG00000232303 SMIM27:DFFBP1
ENSG00000235453:ENSG00000241043 SMIM27:GVQW1
ENSG00000235455:ENSG00000214681 IQCF5-AS1:IQCF5
ENSG00000235459:ENSG00000081803 AC006463.2:CADPS2
ENSG00000235467:ENSG00000180287 RPL10AP5:PLD5
ENSG00000235470:ENSG00000107954 NEURL1-AS1:NEURL1
ENSG00000235481:ENSG00000010438 UBE2R2-AS1:PRSS3
ENSG00000235481:ENSG00000107341 UBE2R2-AS1:UBE2R2
ENSG00000235481:ENSG00000223394 UBE2R2-AS1:TRBV29OR9-2
ENSG00000235482:ENSG00000144668 RPL21P135:ITGA9
ENSG00000235482:ENSG00000235257 RPL21P135:ITGA9-AS1
ENSG00000235483:ENSG00000056998 GYG2-AS1:GYG2
ENSG00000235488:ENSG00000008083 JARID2-AS1:JARID2
ENSG00000235492:ENSG00000233410 LINC01221:LINC01222
ENSG00000235494:ENSG00000203279 AL590705.2:AL590705.1
ENSG00000235495:ENSG00000224173 AC007422.2:AC007422.1
ENSG00000235512:ENSG00000157625 TAB3-AS2:TAB3
ENSG00000235513:ENSG00000100395 AL035681.1:L3MBTL2
ENSG00000235514:ENSG00000154727 LLPHP2:GABPA
ENSG00000235518:ENSG00000166206 AC011196.1:GABRB3
ENSG00000235521:ENSG00000252513 USP9YP27:RNU1-128P
ENSG00000235522:ENSG00000071051 AC010978.1:NCK2
ENSG00000235526:ENSG00000197106 AL355990.2:SLC6A17
ENSG00000235527:ENSG00000163349 HIPK1-AS1:HIPK1
ENSG00000235529:ENSG00000157985 AGAP1-IT1:AGAP1
ENSG00000235530:ENSG00000178307 AC087294.1:TMEM11
ENSG00000235530:ENSG00000263815 AC087294.1:RN7SL426P
ENSG00000235531:ENSG00000104321 MSC-AS1:TRPA1
ENSG00000235531:ENSG00000178860 MSC-AS1:MSC
ENSG00000235531:ENSG00000241942 MSC-AS1:RPS20P20
ENSG00000235535:ENSG00000186439 AL445259.1:TRDN
ENSG00000235537:ENSG00000233005 AC009411.2:AC018742.1
ENSG00000235539:ENSG00000227303 MTND1P33:AC239727.1
ENSG00000235546:ENSG00000227685 AC087499.5:LINC02088
ENSG00000235548:ENSG00000226383 AC073551.1:LINC01876
ENSG00000235560:ENSG00000169955 AC002310.1:ZNF747
ENSG00000235560:ENSG00000260869 AC002310.1:AC002310.4
ENSG00000235560:ENSG00000261459 AC002310.1:AC002310.5
ENSG00000235563:ENSG00000162383 AL445183.2:SLC1A7
ENSG00000235573:ENSG00000198832 AC005005.2:SELENOM
ENSG00000235575:ENSG00000143156 Z99758.1:NME7
ENSG00000235578:ENSG00000188280 AC007731.3:AC007731.1
ENSG00000235579:ENSG00000003402 AC007283.2:CFLAR
ENSG00000235581:ENSG00000183166 AC005011.1:CALN1
ENSG00000235582:ENSG00000213047 AL365258.2:DENND1B
ENSG00000235586:ENSG00000143889 AC011247.2:HNRNPLL
ENSG00000235590:ENSG00000087460 GNAS-AS1:GNAS
ENSG00000235590:ENSG00000268333 GNAS-AS1:AL132655.1
ENSG00000235590:ENSG00000274491 GNAS-AS1:GNAS-AS1_4
ENSG00000235590:ENSG00000275069 GNAS-AS1:GNAS-AS1_5
ENSG00000235590:ENSG00000276722 GNAS-AS1:GNAS-AS1_2
ENSG00000235590:ENSG00000276859 GNAS-AS1:GNAS-AS1_1
ENSG00000235593:ENSG00000144642 RBMS3-AS1:RBMS3
ENSG00000235597:ENSG00000234781 LINC01102:LINC01103
ENSG00000235602:ENSG00000111729 POU5F1P3:CLEC4A
ENSG00000235605:ENSG00000236358 AL355472.2:AL355472.3
ENSG00000235609:ENSG00000180530 AF127577.4:NRIP1
ENSG00000235609:ENSG00000226406 AF127577.4:RBMX2P1
ENSG00000235609:ENSG00000229047 AF127577.4:AF127577.1
ENSG00000235609:ENSG00000231201 AF127577.4:AF127577.2
ENSG00000235609:ENSG00000235277 AF127577.4:AF127577.3
ENSG00000235609:ENSG00000281903 AF127577.4:LINC02246
ENSG00000235613:ENSG00000180488 NSRP1P1:MIGA1
ENSG00000235615:ENSG00000244337 AJ239322.1:AJ239322.2
ENSG00000235616:ENSG00000231689 ST13P2:LINC01090
ENSG00000235617:ENSG00000215193 AC016027.4:PEX26
ENSG00000235618:ENSG00000226631 FAM21EP:SLC9A3P3
ENSG00000235619:ENSG00000198853 RPL36AP33:RUSC2
ENSG00000235623:ENSG00000197889 OR7E110P:MEIG1
ENSG00000235625:ENSG00000234377 AL138957.1:RNF219-AS1
ENSG00000235627:ENSG00000164045 SNRPFP4:CDC25A
ENSG00000235628:ENSG00000116147 TNR-IT1:TNR
ENSG00000235631:ENSG00000081803 RNF148:CADPS2
ENSG00000235635:ENSG00000155545 AC016644.1:MIER3
ENSG00000235637:ENSG00000260314 AC069023.1:MRC1
ENSG00000235641:ENSG00000229694 LINC00484:LINC00484
ENSG00000235641:ENSG00000237422 LINC00484:AL158071.3
ENSG00000235646:ENSG00000224458 MTND1P2:GUSBP6
ENSG00000235647:ENSG00000176177 AL022319.1:ENTHD1
ENSG00000235651:ENSG00000121988 AC064850.1:ZRANB3
ENSG00000235652:ENSG00000118496 AL356599.1:FBXO30
ENSG00000235652:ENSG00000146414 AL356599.1:SHPRH
ENSG00000235653:ENSG00000227028 AC007253.1:SLC8A1-AS1
ENSG00000235655:ENSG00000236449 H3F3AP4:AC010894.3
ENSG00000235656:ENSG00000130224 RPL36P18:LRCH2
ENSG00000235661:ENSG00000283217 MIR670HG:AC068205.1
ENSG00000235663:ENSG00000228727 SAPCD1-AS1:SAPCD1
ENSG00000235663:ENSG00000255152 SAPCD1-AS1:MSH5-SAPCD1
ENSG00000235665:ENSG00000229740 LINC00298:U91324.1
ENSG00000235665:ENSG00000236790 LINC00298:LINC00299
ENSG00000235669:ENSG00000106069 AC004593.1:CHN2
ENSG00000235670:ENSG00000144645 RPL21P40:OSBPL10
ENSG00000235672:ENSG00000141127 AC090286.2:PRPSAP2
ENSG00000235673:ENSG00000188786 AL929472.4:MTF1
ENSG00000235674:ENSG00000143669 LDHAP2:LYST
ENSG00000235677:ENSG00000077147 NPM1P26:TM9SF3
ENSG00000235681:ENSG00000226696 AC245884.3:LENG8-AS1
ENSG00000235683:ENSG00000132549 AC018442.1:VPS13B
ENSG00000235686:ENSG00000196826 PPIAP20:AC008758.1
ENSG00000235686:ENSG00000242852 PPIAP20:ZNF709
ENSG00000235687:ENSG00000148513 LINC00993:ANKRD30A
ENSG00000235687:ENSG00000237970 LINC00993:TMEM161BP1
ENSG00000235687:ENSG00000240800 LINC00993:ATP8A2P1
ENSG00000235690:ENSG00000232554 CUBNP3:RSU1P2
ENSG00000235690:ENSG00000243349 CUBNP3:AL358394.2
ENSG00000235690:ENSG00000277757 CUBNP3:AL358394.3
ENSG00000235695:ENSG00000173473 AC130472.1:SMARCC1
ENSG00000235700:ENSG00000117036 CYCSP52:ETV3
ENSG00000235701:ENSG00000276873 PCBP2P1:uc_338
ENSG00000235703:ENSG00000183171 LINC00894:BX322650.1
ENSG00000235703:ENSG00000197021 LINC00894:CXorf40B
ENSG00000235706:ENSG00000100697 DICER1-AS1:DICER1
ENSG00000235710:ENSG00000119283 AL109810.2:TRIM67
ENSG00000235716:ENSG00000144290 KRT18P46:SLC4A10
ENSG00000235717:ENSG00000175497 DPP10-AS2:DPP10
ENSG00000235718:ENSG00000223953 MFRP:C1QTNF5
ENSG00000235720:ENSG00000236299 GABPAP:AC092634.5
ENSG00000235724:ENSG00000115233 AC009299.3:PSMD14
ENSG00000235724:ENSG00000136560 AC009299.3:TANK
ENSG00000235724:ENSG00000225813 AC009299.3:AC009299.1
ENSG00000235724:ENSG00000227403 AC009299.3:LINC01806
ENSG00000235725:ENSG00000204929 AC007389.3:AC007389.1
ENSG00000235725:ENSG00000281920 AC007389.3:AC007389.5
ENSG00000235729:ENSG00000225970 AL500522.2:AL500522.1
ENSG00000235733:ENSG00000216718 AL024509.3:AL024509.2
ENSG00000235733:ENSG00000271108 AL024509.3:KATNBL1P5
ENSG00000235734:ENSG00000075568 HMGN1P36:TMEM131
ENSG00000235738:ENSG00000154997 AC092647.4:SEPT14
ENSG00000235738:ENSG00000225270 AC092647.4:CICP12
ENSG00000235740:ENSG00000112419 PHACTR2-AS1:PHACTR2
ENSG00000235742:ENSG00000187164 AC012308.1:SHTN1
ENSG00000235748:ENSG00000066279 SEPT14P12:ASPM
ENSG00000235749:ENSG00000153230 AL390860.1:OR14K1
ENSG00000235749:ENSG00000169214 AL390860.1:OR6F1
ENSG00000235749:ENSG00000197437 AL390860.1:OR13G1
ENSG00000235749:ENSG00000230411 AL390860.1:OR3D1P
ENSG00000235749:ENSG00000236817 AL390860.1:AL606804.1
ENSG00000235749:ENSG00000239395 AL390860.1:AC118470.1
ENSG00000235749:ENSG00000241128 AL390860.1:OR14A2
ENSG00000235759:ENSG00000237299 ARHGAP42P3:AP000534.2
ENSG00000235760:ENSG00000095002 HCG2040054:MSH2
ENSG00000235760:ENSG00000184261 HCG2040054:KCNK12
ENSG00000235763:ENSG00000123240 SNRPGP5:OPTN
ENSG00000235770:ENSG00000216721 LINC00607:AC093850.1
ENSG00000235770:ENSG00000230838 LINC00607:LINC01614
ENSG00000235770:ENSG00000237525 LINC00607:AC012668.3
ENSG00000235772:ENSG00000160190 AP001625.2:SLC37A1
ENSG00000235774:ENSG00000236655 AC023347.1:AC023347.2
ENSG00000235776:ENSG00000185838 AC000089.1:GNB1L
ENSG00000235777:ENSG00000188641 DPYD-AS2:DPYD
ENSG00000235778:ENSG00000215374 AC130360.1:FAM66B
ENSG00000235779:ENSG00000277997 AC079779.3:AC079779.4
ENSG00000235782:ENSG00000050628 AL031429.1:PTGER3
ENSG00000235784:ENSG00000183098 HNRNPA1P29:GPC6
ENSG00000235785:ENSG00000127152 AL109767.1:BCL11B
ENSG00000235786:ENSG00000183579 ZNRF3-IT1:ZNRF3
ENSG00000235790:ENSG00000084636 AC114488.2:COL16A1
ENSG00000235790:ENSG00000162517 AC114488.2:PEF1
ENSG00000235790:ENSG00000264078 AC114488.2:AC114488.3
ENSG00000235795:ENSG00000117543 AC093157.2:DPH5
ENSG00000235802:ENSG00000172534 HCFC1-AS1:HCFC1
ENSG00000235808:ENSG00000185437 MYL6P2:SH3BGR
ENSG00000235813:ENSG00000170965 AL672032.1:PLAC1
ENSG00000235816:ENSG00000171988 PRELID1P3:JMJD1C
ENSG00000235818:ENSG00000232347 VN1R17P:AL390728.5
ENSG00000235824:ENSG00000232624 LINC00837:LINC01517
ENSG00000235829:ENSG00000189337 TBCAP2:KAZN
ENSG00000235830:ENSG00000196220 SRGAP3-AS4:SRGAP3
ENSG00000235831:ENSG00000134107 BHLHE40-AS1:BHLHE40
ENSG00000235833:ENSG00000196912 AC017099.1:ANKRD36B
ENSG00000235834:ENSG00000188158 Z93022.1:NHS
ENSG00000235834:ENSG00000230020 Z93022.1:NHS-AS1
ENSG00000235836:ENSG00000223783 KIF3AP1:LINC01983
ENSG00000235837:ENSG00000136261 AC073333.1:BZW2
ENSG00000235843:ENSG00000148459 AL390961.3:PDSS1
ENSG00000235845:ENSG00000163810 AC098649.1:TGM4
ENSG00000235847:ENSG00000115423 LDHAP7:DNAH6
ENSG00000235848:ENSG00000115841 RMDN2-AS1:RMDN2
ENSG00000235848:ENSG00000138061 RMDN2-AS1:CYP1B1
ENSG00000235849:ENSG00000171004 HS6ST2-AS1:HS6ST2
ENSG00000235852:ENSG00000115419 AC005540.1:GLS
ENSG00000235859:ENSG00000281593 AC006978.1:AC006978.2
ENSG00000235861:ENSG00000115687 AC005237.2:PASK
ENSG00000235862:ENSG00000162771 AL590648.2:FAM71A
ENSG00000235863:ENSG00000227057 B3GALT4:WDR46
ENSG00000235865:ENSG00000148180 GSN-AS1:GSN
ENSG00000235865:ENSG00000239593 GSN-AS1:AL513122.2
ENSG00000235869:ENSG00000152061 Z99127.2:RABGAP1L
ENSG00000235872:ENSG00000127334 AC078777.1:DYRK2
ENSG00000235875:ENSG00000102606 ARHGEF7-AS2:ARHGEF7
ENSG00000235880:ENSG00000107099 AL158832.1:DOCK8
ENSG00000235885:ENSG00000236780 LINC01828:LINC01829
ENSG00000235890:ENSG00000175894 TSPEAR-AS1:TSPEAR
ENSG00000235897:ENSG00000145107 TM4SF19-AS1:TM4SF19
ENSG00000235897:ENSG00000273331 TM4SF19-AS1:TM4SF19-TCTEX1D2
ENSG00000235902:ENSG00000154556 AC108472.1:SORBS2
ENSG00000235903:ENSG00000080618 CPB2-AS1:CPB2
ENSG00000235904:ENSG00000144642 RBMS3-AS3:RBMS3
ENSG00000235904:ENSG00000283563 RBMS3-AS3:AC098650.1
ENSG00000235908:ENSG00000067560 RHOA-IT1:RHOA
ENSG00000235910:ENSG00000118137 APOA1-AS:APOA1
ENSG00000235910:ENSG00000160584 APOA1-AS:SIK3
ENSG00000235914:ENSG00000172264 MACROD2-AS1:MACROD2
ENSG00000235917:ENSG00000096968 MTCO2P11:JAK2
ENSG00000235919:ENSG00000116539 ASH1L-AS1:ASH1L
ENSG00000235920:ENSG00000005108 AC073109.1:THSD7A
ENSG00000235924:ENSG00000133661 ZNRF2P3:SFTPD
ENSG00000235927:ENSG00000162614 NEXN-AS1:NEXN
ENSG00000235930:ENSG00000256888 HSPE1P12:LINC02366
ENSG00000235934:ENSG00000128683 AC007405.2:GAD1
ENSG00000235937:ENSG00000170634 AC008280.1:ACYP2
ENSG00000235939:ENSG00000225830 AL138760.1:ERCC6
ENSG00000235940:ENSG00000078114 MTND1P21:NEBL
ENSG00000235943:ENSG00000186329 TMEM212-IT1:TMEM212
ENSG00000235943:ENSG00000234717 TMEM212-IT1:TMEM212-AS1
ENSG00000235945:ENSG00000198898 AC002543.1:CAPZA2
ENSG00000235947:ENSG00000150995 EGOT:ITPR1
ENSG00000235947:ENSG00000275981 EGOT:AC018816.2
ENSG00000235954:ENSG00000100154 TTC28-AS1:TTC28
ENSG00000235954:ENSG00000180957 TTC28-AS1:PITPNB
ENSG00000235954:ENSG00000264073 TTC28-AS1:MIR3199-1
ENSG00000235954:ENSG00000274342 TTC28-AS1:TTC28-AS1_3
ENSG00000235954:ENSG00000276150 TTC28-AS1:TTC28-AS1_2
ENSG00000235954:ENSG00000276675 TTC28-AS1:TTC28-AS1_4
ENSG00000235954:ENSG00000277460 TTC28-AS1:TTC28-AS1_1
ENSG00000235954:ENSG00000283225 TTC28-AS1:MIR3199-2
ENSG00000235955:ENSG00000226838 CICP20:AC096582.1
ENSG00000235955:ENSG00000251378 CICP20:AC096582.2
ENSG00000235957:ENSG00000102531 COX7CP1:FNDC3A
ENSG00000235958:ENSG00000185019 UBOX5-AS1:UBOX5
ENSG00000235958:ENSG00000215251 UBOX5-AS1:FASTKD5
ENSG00000235962:ENSG00000229656 RPL7AP53:AL365203.1
ENSG00000235967:ENSG00000131558 COX5BP3:EXOC4
ENSG00000235975:ENSG00000129682 Z83313.1:FGF13
ENSG00000235978:ENSG00000150995 AC018816.1:ITPR1
ENSG00000235979:ENSG00000189343 AC004448.4:AC004448.1
ENSG00000235979:ENSG00000227078 AC004448.4:LINC02094
ENSG00000235979:ENSG00000231477 AC004448.4:AC004448.3
ENSG00000235979:ENSG00000283675 AC004448.4:snoMe28S-Am2634
ENSG00000235984:ENSG00000179399 GPC5-AS1:GPC5
ENSG00000235988:ENSG00000274020 AC245100.5:LINC01138
ENSG00000235989:ENSG00000133422 MORC2-AS1:MORC2
ENSG00000235991:ENSG00000214827 BX293995.1:MTCP1
ENSG00000235992:ENSG00000225255 GRAMD4P2:LINC01297
ENSG00000235993:ENSG00000187957 AC007559.1:DNER
ENSG00000235996:ENSG00000185052 AL136090.1:SLC24A3
ENSG00000236003:ENSG00000099917 AC007731.4:MED15
ENSG00000236004:ENSG00000157077 AL139156.3:ZFYVE9
ENSG00000236007:ENSG00000178568 MTCO1P46:ERBB4
ENSG00000236008:ENSG00000231435 LINC01814:AC011747.2
ENSG00000236015:ENSG00000241127 AC011290.2:YAE1D1
ENSG00000236017:ENSG00000169093 ASMTL-AS1:ASMTL
ENSG00000236018:ENSG00000009335 AC004898.1:UBE3C
ENSG00000236021:ENSG00000273629 AL359265.3:U7
ENSG00000236022:ENSG00000263206 AC106017.1:KYNUP3
ENSG00000236024:ENSG00000167157 PRRX2-AS1:PRRX2
ENSG00000236025:ENSG00000231175 AL139135.1:LINC01720
ENSG00000236026:ENSG00000271003 AC009237.7:AC009237.13
ENSG00000236028:ENSG00000064655 AL354766.2:EYA2
ENSG00000236031:ENSG00000117020 AL591721.1:AKT3
ENSG00000236035:ENSG00000058668 AL513343.1:ATP2B4
ENSG00000236039:ENSG00000236318 AC019117.1:AC019117.2
ENSG00000236039:ENSG00000283321 AC019117.1:AC019117.3
ENSG00000236041:ENSG00000053918 COX6CP18:KCNQ1
ENSG00000236044:ENSG00000123191 FABP5P2:ATP7B
ENSG00000236045:ENSG00000142621 AL031283.3:FHAD1
ENSG00000236045:ENSG00000233485 AL031283.3:AL031283.2
ENSG00000236047:ENSG00000204217 AC073410.1:BMPR2
ENSG00000236049:ENSG00000237220 LINC01920:AC104777.3
ENSG00000236051:ENSG00000005810 MYCBP2-AS1:MYCBP2
ENSG00000236051:ENSG00000005812 MYCBP2-AS1:FBXL3
ENSG00000236051:ENSG00000229521 MYCBP2-AS1:MYCBP2-AS2
ENSG00000236051:ENSG00000274898 MYCBP2-AS1:AC001226.1
ENSG00000236051:ENSG00000283208 MYCBP2-AS1:AC001226.2
ENSG00000236054:ENSG00000185666 Z82246.1:SYN3
ENSG00000236056:ENSG00000156273 GAPDHP14:BACH1
ENSG00000236056:ENSG00000215533 GAPDHP14:LINC00189
ENSG00000236064:ENSG00000080561 AL034399.2:MID2
ENSG00000236064:ENSG00000207363 AL034399.2:Y_RNA
ENSG00000236065:ENSG00000004455 AL020995.1:AK2
ENSG00000236065:ENSG00000239670 AL020995.1:AL355864.2
ENSG00000236065:ENSG00000276645 AL020995.1:Metazoa_SRP
ENSG00000236069:ENSG00000232498 AL136987.2:AL136987.1
ENSG00000236072:ENSG00000233571 AL592043.2:AL592043.1
ENSG00000236073:ENSG00000075151 AL627311.1:EIF4G3
ENSG00000236075:ENSG00000156564 AL359475.1:LRFN2
ENSG00000236081:ENSG00000225968 ELFN1-AS1:ELFN1
ENSG00000236082:ENSG00000182667 AP003025.1:NTM
ENSG00000236083:ENSG00000281205 OR13E1P:AL133410.3
ENSG00000236085:ENSG00000240038 ACTG1P4:AMY2B
ENSG00000236086:ENSG00000250903 HMGN2P28:GMDS-AS1
ENSG00000236088:ENSG00000141028 COX10-AS1:CDRT15P1
ENSG00000236088:ENSG00000233852 COX10-AS1:AC005304.1
ENSG00000236088:ENSG00000265494 COX10-AS1:AC005304.2
ENSG00000236088:ENSG00000266744 COX10-AS1:AC005304.3
ENSG00000236094:ENSG00000224743 LINC00545:TEX26-AS1
ENSG00000236095:ENSG00000148120 AL807757.2:C9orf3
ENSG00000236098:ENSG00000226835 AC097059.2:AC097059.1
ENSG00000236101:ENSG00000183780 RAC1P7:SLC35F3
ENSG00000236107:ENSG00000144285 AC010127.1:SCN1A
ENSG00000236107:ENSG00000169432 AC010127.1:SCN9A
ENSG00000236107:ENSG00000222376 AC010127.1:RN7SKP152
ENSG00000236107:ENSG00000238813 AC010127.1:Y_RNA
ENSG00000236116:ENSG00000042304 AC064853.1:C2orf83
ENSG00000236118:ENSG00000211642 AC245517.4:IGLV10-54
ENSG00000236119:ENSG00000230212 AP000688.3:AP000688.1
ENSG00000236124:ENSG00000136688 HMGN2P23:IL36G
ENSG00000236125:ENSG00000215374 USP17L4:FAM66B
ENSG00000236132:ENSG00000100150 AL022331.1:DEPDC5
ENSG00000236133:ENSG00000234377 LINC01069:RNF219-AS1
ENSG00000236137:ENSG00000134256 AL445231.1:CD101
ENSG00000236138:ENSG00000243422 DUX4L26:RPL23AP49
ENSG00000236141:ENSG00000232597 AC013727.2:AC013727.1
ENSG00000236144:ENSG00000105677 TMEM147-AS1:TMEM147
ENSG00000236144:ENSG00000105679 TMEM147-AS1:GAPDHS
ENSG00000236152:ENSG00000196277 MRPS36P1:GRM7
ENSG00000236152:ENSG00000226258 MRPS36P1:GRM7-AS3
ENSG00000236153:ENSG00000170035 AC104076.1:UBE2E3
ENSG00000236155:ENSG00000278572 AL355877.1:AL355877.3
ENSG00000236156:ENSG00000137106 CHCHD4P3:GRHPR
ENSG00000236159:ENSG00000101353 AL031659.1:MROH8
ENSG00000236164:ENSG00000230062 AL161618.1:ANKRD66
ENSG00000236170:ENSG00000226777 IGHD1-1:FAM30A
ENSG00000236172:ENSG00000283394 MIR7515HG:MIR7515
ENSG00000236176:ENSG00000271395 LINC00353:LINC02336
ENSG00000236180:ENSG00000186409 AL445669.2:CCDC30
ENSG00000236182:ENSG00000188001 AC009319.1:TPRG1
ENSG00000236184:ENSG00000137074 TCEA1P4:APTX
ENSG00000236187:ENSG00000008086 GJA6P:CDKL5
ENSG00000236188:ENSG00000183943 PRKX-AS1:PRKX
ENSG00000236191:ENSG00000165084 AC090096.1:C8orf34
ENSG00000236194:ENSG00000173757 AC099811.1:STAT5B
ENSG00000236194:ENSG00000278829 AC099811.1:AC099811.5
ENSG00000236197:ENSG00000158528 AC002429.2:PPP1R9A
ENSG00000236197:ENSG00000201607 AC002429.2:RNU4-16P
ENSG00000236199:ENSG00000080503 AL359076.1:SMARCA2
ENSG00000236200:ENSG00000066135 KDM4A-AS1:KDM4A
ENSG00000236200:ENSG00000126091 KDM4A-AS1:ST3GAL3
ENSG00000236202:ENSG00000196277 GRM7-AS1:GRM7
ENSG00000236209:ENSG00000204792 AC104135.1:LINC01291
ENSG00000236213:ENSG00000163171 AC006369.1:CDC42EP3
ENSG00000236226:ENSG00000161040 AC073127.1:FBXL13
ENSG00000236229:ENSG00000232130 VEZF1P1:AC092966.1
ENSG00000236230:ENSG00000227613 AL356108.1:QRSL1P2
ENSG00000236232:ENSG00000226851 MTCYBP24:AC004112.1
ENSG00000236234:ENSG00000225190 AC091132.2:PLEKHM1
ENSG00000236240:ENSG00000179399 GPC5-IT1:GPC5
ENSG00000236240:ENSG00000263741 GPC5-IT1:MIR548AS
ENSG00000236241:ENSG00000177694 AC119744.1:NAALADL2
ENSG00000236242:ENSG00000041515 MYO16-AS1:MYO16
ENSG00000236244:ENSG00000183780 AL122008.4:SLC35F3
ENSG00000236244:ENSG00000231272 AL122008.4:AL122008.1
ENSG00000236248:ENSG00000167355 AC104389.3:AC087380.1
ENSG00000236248:ENSG00000196565 AC104389.3:HBG2
ENSG00000236248:ENSG00000213931 AC104389.3:HBE1
ENSG00000236252:ENSG00000267085 AL512605.1:AL512605.2
ENSG00000236254:ENSG00000096968 MTND4P14:JAK2
ENSG00000236256:ENSG00000147202 DIAPH2-AS1:DIAPH2
ENSG00000236259:ENSG00000243667 AC017083.1:WDR92
ENSG00000236261:ENSG00000233962 AC064862.4:AC064862.2
ENSG00000236262:ENSG00000162105 SHANK2-AS2:SHANK2
ENSG00000236263:ENSG00000173171 AC234582.2:MTX1
ENSG00000236264:ENSG00000238184 RPL26P30:CD81-AS1
ENSG00000236266:ENSG00000049246 Z98884.1:PER3
ENSG00000236268:ENSG00000230817 LINC01361:LINC01362
ENSG00000236269:ENSG00000074800 ENO1-IT1:ENO1
ENSG00000236272:ENSG00000159307 Z82214.2:SCUBE1
ENSG00000236274:ENSG00000142687 AC004865.1:KIAA0319L
ENSG00000236276:ENSG00000124479 NDP-AS1:NDP
ENSG00000236278:ENSG00000081237 PEBP1P3:PTPRC
ENSG00000236279:ENSG00000254270 CLEC2L:ERHP1
ENSG00000236280:ENSG00000231087 AC114737.2:FDPSP7
ENSG00000236280:ENSG00000265479 AC114737.2:DTX2P1-UPK3BP1-PMS2P11
ENSG00000236280:ENSG00000283398 AC114737.2:AC114737.3
ENSG00000236283:ENSG00000082438 AC019197.1:COBLL1
ENSG00000236283:ENSG00000136531 AC019197.1:SCN2A
ENSG00000236283:ENSG00000153253 AC019197.1:SCN3A
ENSG00000236283:ENSG00000169507 AC019197.1:SLC38A11
ENSG00000236283:ENSG00000199508 AC019197.1:RNA5SP110
ENSG00000236283:ENSG00000223318 AC019197.1:RNA5SP111
ENSG00000236285:ENSG00000198947 NPM1P8:DMD
ENSG00000236287:ENSG00000246308 ZBED5:AC116535.1
ENSG00000236287:ENSG00000247271 ZBED5:ZBED5-AS1
ENSG00000236289:ENSG00000226764 GACAT3:AC010145.1
ENSG00000236289:ENSG00000236989 GACAT3:AC130710.1
ENSG00000236292:ENSG00000042781 AC138024.1:USH2A
ENSG00000236292:ENSG00000226013 AC138024.1:MRPS18BP1
ENSG00000236295:ENSG00000223874 AC007557.3:LINC01921
ENSG00000236295:ENSG00000236886 AC007557.3:AC007563.2
ENSG00000236296:ENSG00000183090 GUSBP5:FREM3
ENSG00000236297:ENSG00000127249 AC048351.1:ATP13A4
ENSG00000236299:ENSG00000235720 AC092634.5:GABPAP
ENSG00000236300:ENSG00000075884 MTND4LP12:ARHGAP15
ENSG00000236301:ENSG00000182170 MRGPRG-AS1:MRGPRG
ENSG00000236304:ENSG00000137507 AP001189.1:LRRC32
ENSG00000236305:ENSG00000146828 SLC12A9-AS1:SLC12A9
ENSG00000236308:ENSG00000213341 AL138921.2:CHUK
ENSG00000236311:ENSG00000107807 TLX1NB:TLX1
ENSG00000236313:ENSG00000148513 VN1R53P:ANKRD30A
ENSG00000236317:ENSG00000198468 AC104333.2:FLVCR1-AS1
ENSG00000236318:ENSG00000236039 AC019117.2:AC019117.1
ENSG00000236318:ENSG00000283321 AC019117.2:AC019117.3
ENSG00000236319:ENSG00000200107 AC105021.1:RNU6-1249P
ENSG00000236319:ENSG00000262135 AC105021.1:GARSP1
ENSG00000236320:ENSG00000267359 SLFN14:AC015911.6
ENSG00000236323:ENSG00000211642 BMP6P1:IGLV10-54
ENSG00000236324:ENSG00000130340 AL035634.1:SNX9
ENSG00000236325:ENSG00000093072 AC005300.1:ADA2
ENSG00000236326:ENSG00000178425 AL050331.2:NT5DC1
ENSG00000236327:ENSG00000143614 AL831737.1:GATAD2B
ENSG00000236330:ENSG00000153093 RPL5P9:ACOXL
ENSG00000236332:ENSG00000231236 AP001604.1:AP001605.1
ENSG00000236332:ENSG00000233300 AP001604.1:EIF4A1P1
ENSG00000236333:ENSG00000072657 TRHDE-AS1:TRHDE
ENSG00000236334:ENSG00000274020 PPIAL4G:LINC01138
ENSG00000236336:ENSG00000153046 AL022725.1:CDYL
ENSG00000236337:ENSG00000102081 FMR1-IT1:FMR1
ENSG00000236340:ENSG00000179603 AC000099.1:GRM8
ENSG00000236341:ENSG00000021852 AL161740.1:C8B
ENSG00000236341:ENSG00000173406 AL161740.1:DAB1
ENSG00000236345:ENSG00000188107 AL354719.2:EYS
ENSG00000236352:ENSG00000064787 AC005220.1:BCAS1
ENSG00000236358:ENSG00000235605 AL355472.3:AL355472.2
ENSG00000236359:ENSG00000167355 OR51B8P:AC087380.1
ENSG00000236359:ENSG00000196565 OR51B8P:HBG2
ENSG00000236359:ENSG00000213931 OR51B8P:HBE1
ENSG00000236360:ENSG00000116171 AL445183.3:SCP2
ENSG00000236362:ENSG00000216649 GAGE12F:GAGE12E
ENSG00000236364:ENSG00000143179 AL358115.1:UCK2
ENSG00000236372:ENSG00000235152 AL353052.2:AL353052.1
ENSG00000236373:ENSG00000224750 AL391704.2:AL391704.1
ENSG00000236373:ENSG00000238291 AL391704.2:AL391704.3
ENSG00000236375:ENSG00000148634 POU5F1P5:HERC4
